date,sales,qty,product,category,region,profit
2023-04-14,5972.36,3,Smart Monitor 27,Eletrônicos,Centro-Oeste,1779.34
2023-04-14,4874.9,3,Mesa Escritório,Home Office,Nordeste,1312.71
2023-04-14,2702.32,1,Mouse Wireless,Acessórios,Centro-Oeste,838.88
2023-04-15,11369.89,4,Headset Pro,Eletrônicos,Norte,1436.19
2023-04-15,788.71,1,Teclado Mecânico,Acessórios,Norte,174.62
2023-04-15,19558.06,4,Mesa Escritório,Home Office,Nordeste,4556.6
2023-04-15,1982.61,1,Smart Monitor 27,Eletrônicos,Norte,217.59
2023-04-15,9271.25,2,Webcam HD,Eletrônicos,Sudeste,1887.05
2023-04-15,643.28,3,Mesa Escritório,Home Office,Norte,185.94
2023-04-15,7471.41,3,Webcam HD,Eletrônicos,Nordeste,990.05
2023-04-15,1338.16,2,Teclado Mecânico,Acessórios,Norte,453.61
2023-04-15,2422.63,1,Cadeira Gamer,Home Office,Sudeste,511.25
2023-04-15,8301.73,2,Cadeira Gamer,Home Office,Centro-Oeste,2872.43
2023-04-15,3073.7,1,Cadeira Gamer,Home Office,Nordeste,423.85
2023-04-15,1989.01,1,Smart Monitor 27,Eletrônicos,Sudeste,368.16
2023-04-16,855.31,1,Headset Pro,Eletrônicos,Centro-Oeste,203.93
2023-04-16,1849.7,2,Notebook Pro X,Eletrônicos,Nordeste,299.15
2023-04-16,6774.49,3,Smart Monitor 27,Eletrônicos,Sudeste,1189.49
2023-04-16,14296.67,4,Mouse Wireless,Acessórios,Norte,2062.91
2023-04-16,1778.0,1,Mesa Escritório,Home Office,Centro-Oeste,297.92
2023-04-16,16681.49,4,Webcam HD,Eletrônicos,Norte,3940.28
2023-04-16,2944.29,1,Mesa Escritório,Home Office,Centro-Oeste,396.89
2023-04-16,2512.67,3,Notebook Pro X,Eletrônicos,Norte,764.33
2023-04-17,11801.11,3,Mesa Escritório,Home Office,Nordeste,3347.32
2023-04-17,6309.38,2,Headset Pro,Eletrônicos,Sudeste,1529.04
2023-04-17,4722.17,2,Webcam HD,Eletrônicos,Sudeste,1334.98
2023-04-17,1173.41,4,Headset Pro,Eletrônicos,Sudeste,256.84
2023-04-17,18176.08,4,Notebook Pro X,Eletrônicos,Norte,2419.11
2023-04-17,13668.98,3,Webcam HD,Eletrônicos,Centro-Oeste,3834.64
2023-04-17,2346.49,1,Cadeira Gamer,Home Office,Sudeste,256.93
2023-04-17,7947.0,2,Mouse Wireless,Acessórios,Centro-Oeste,1042.69
2023-04-18,5805.04,4,Notebook Pro X,Eletrônicos,Sul,1853.39
2023-04-18,19404.31,4,Mesa Escritório,Home Office,Centro-Oeste,6544.65
2023-04-18,9813.68,2,Headset Pro,Eletrônicos,Centro-Oeste,2167.37
2023-04-18,10041.85,4,Teclado Mecânico,Acessórios,Sul,1763.47
2023-04-18,6001.36,4,Notebook Pro X,Eletrônicos,Centro-Oeste,905.04
2023-04-19,5982.15,3,Webcam HD,Eletrônicos,Nordeste,1362.85
2023-04-19,1875.11,1,Headset Pro,Eletrônicos,Centro-Oeste,527.71
2023-04-19,4905.62,1,Mesa Escritório,Home Office,Sul,990.43
2023-04-19,9151.12,3,Webcam HD,Eletrônicos,Norte,2268.12
2023-04-19,14353.89,3,Webcam HD,Eletrônicos,Sul,2154.79
2023-04-19,391.41,1,Teclado Mecânico,Acessórios,Sudeste,39.45
2023-04-19,4250.15,1,Smart Monitor 27,Eletrônicos,Nordeste,1373.96
2023-04-19,4884.92,3,Headset Pro,Eletrônicos,Centro-Oeste,801.18
2023-04-19,2601.12,1,Notebook Pro X,Eletrônicos,Centro-Oeste,667.57
2023-04-19,11090.24,3,Smart Monitor 27,Eletrônicos,Norte,3223.37
2023-04-19,6939.68,2,Mesa Escritório,Home Office,Centro-Oeste,1947.81
2023-04-19,5366.82,2,Notebook Pro X,Eletrônicos,Nordeste,1385.37
2023-04-20,16468.04,4,Notebook Pro X,Eletrônicos,Nordeste,3019.44
2023-04-20,3397.36,3,Mesa Escritório,Home Office,Centro-Oeste,1152.94
2023-04-20,14861.03,3,Headset Pro,Eletrônicos,Norte,2231.57
2023-04-20,8319.0,2,Mouse Wireless,Acessórios,Sudeste,1444.63
2023-04-20,949.18,3,Headset Pro,Eletrônicos,Sul,176.02
2023-04-20,3728.33,1,Cadeira Gamer,Home Office,Nordeste,505.98
2023-04-20,18766.98,4,Smart Monitor 27,Eletrônicos,Sul,5732.97
2023-04-20,3853.97,1,Smart Monitor 27,Eletrônicos,Norte,1200.44
2023-04-20,1223.16,2,Headset Pro,Eletrônicos,Centro-Oeste,244.36
2023-04-21,2947.28,2,Mouse Wireless,Acessórios,Norte,801.22
2023-04-21,1270.34,3,Mouse Wireless,Acessórios,Centro-Oeste,237.82
2023-04-21,9591.72,3,Mouse Wireless,Acessórios,Norte,2342.88
2023-04-21,1817.4,4,Notebook Pro X,Eletrônicos,Centro-Oeste,615.7
2023-04-21,13073.48,3,Mouse Wireless,Acessórios,Norte,3535.55
2023-04-21,2553.06,1,Teclado Mecânico,Acessórios,Sul,762.42
2023-04-22,3245.85,4,Smart Monitor 27,Eletrônicos,Sul,900.81
2023-04-22,6187.69,4,Teclado Mecânico,Acessórios,Centro-Oeste,978.25
2023-04-22,6199.2,3,Mouse Wireless,Acessórios,Norte,1073.26
2023-04-22,8340.01,4,Webcam HD,Eletrônicos,Nordeste,2723.25
2023-04-22,2957.96,1,Mouse Wireless,Acessórios,Nordeste,918.62
2023-04-22,3238.33,1,Mesa Escritório,Home Office,Norte,1116.4
2023-04-22,1151.68,1,Mesa Escritório,Home Office,Centro-Oeste,234.98
2023-04-22,702.31,1,Cadeira Gamer,Home Office,Sudeste,226.26
2023-04-22,13043.92,3,Cadeira Gamer,Home Office,Sul,2784.7
2023-04-22,12645.76,4,Cadeira Gamer,Home Office,Centro-Oeste,1491.49
2023-04-23,4739.09,2,Webcam HD,Eletrônicos,Sul,751.92
2023-04-23,4039.4,1,Smart Monitor 27,Eletrônicos,Sul,961.88
2023-04-23,2063.32,3,Mouse Wireless,Acessórios,Centro-Oeste,679.24
2023-04-23,5719.62,4,Smart Monitor 27,Eletrônicos,Sul,1282.19
2023-04-23,8843.52,2,Mesa Escritório,Home Office,Sudeste,2705.63
2023-04-23,1098.68,3,Cadeira Gamer,Home Office,Nordeste,315.5
2023-04-24,3078.88,3,Teclado Mecânico,Acessórios,Sul,910.59
2023-04-24,2906.46,2,Notebook Pro X,Eletrônicos,Norte,804.35
2023-04-24,8874.02,3,Smart Monitor 27,Eletrônicos,Centro-Oeste,1923.37
2023-04-24,2618.87,2,Teclado Mecânico,Acessórios,Sudeste,746.97
2023-04-24,4661.35,1,Cadeira Gamer,Home Office,Centro-Oeste,1429.54
2023-04-24,4274.78,3,Webcam HD,Eletrônicos,Nordeste,1328.08
2023-04-24,11607.46,4,Webcam HD,Eletrônicos,Sudeste,3793.32
2023-04-24,6677.12,3,Teclado Mecânico,Acessórios,Centro-Oeste,2186.66
2023-04-24,18751.89,4,Cadeira Gamer,Home Office,Centro-Oeste,5040.23
2023-04-24,3466.39,1,Smart Monitor 27,Eletrônicos,Nordeste,774.58
2023-04-24,4657.84,1,Mouse Wireless,Acessórios,Centro-Oeste,1448.88
2023-04-24,364.14,3,Mouse Wireless,Acessórios,Sudeste,51.61
2023-04-24,4390.01,1,Webcam HD,Eletrônicos,Centro-Oeste,639.63
2023-04-25,2940.17,4,Cadeira Gamer,Home Office,Sudeste,790.99
2023-04-25,1560.46,1,Webcam HD,Eletrônicos,Sudeste,197.15
2023-04-25,9624.79,3,Headset Pro,Eletrônicos,Sudeste,3367.39
2023-04-25,1864.25,1,Mesa Escritório,Home Office,Sul,632.35
2023-04-25,17370.08,4,Mesa Escritório,Home Office,Centro-Oeste,3803.91
2023-04-25,4494.1,4,Teclado Mecânico,Acessórios,Nordeste,863.66
2023-04-25,456.47,4,Mouse Wireless,Acessórios,Sul,143.67
2023-04-25,2140.87,1,Teclado Mecânico,Acessórios,Sudeste,654.13
2023-04-25,10878.91,3,Smart Monitor 27,Eletrônicos,Nordeste,2097.35
2023-04-25,4828.36,2,Headset Pro,Eletrônicos,Norte,1545.26
2023-04-25,4001.58,1,Cadeira Gamer,Home Office,Sudeste,1154.48
2023-04-25,1546.98,1,Cadeira Gamer,Home Office,Sul,207.53
2023-04-26,14876.51,4,Notebook Pro X,Eletrônicos,Sudeste,2661.51
2023-04-26,1423.09,4,Headset Pro,Eletrônicos,Sul,385.02
2023-04-26,2152.31,2,Webcam HD,Eletrônicos,Centro-Oeste,694.24
2023-04-26,1242.94,4,Mouse Wireless,Acessórios,Sul,331.51
2023-04-26,646.41,1,Mouse Wireless,Acessórios,Nordeste,148.01
2023-04-26,2357.39,4,Notebook Pro X,Eletrônicos,Sul,641.24
2023-04-26,1957.56,1,Smart Monitor 27,Eletrônicos,Nordeste,360.85
2023-04-26,7151.95,2,Mouse Wireless,Acessórios,Sudeste,2411.72
2023-04-26,7545.11,3,Mouse Wireless,Acessórios,Nordeste,1517.11
2023-04-26,4539.72,1,Cadeira Gamer,Home Office,Norte,756.63
2023-04-26,2374.07,1,Mouse Wireless,Acessórios,Sudeste,809.26
2023-04-27,7670.63,2,Smart Monitor 27,Eletrônicos,Nordeste,1639.44
2023-04-27,15549.26,4,Webcam HD,Eletrônicos,Norte,3581.37
2023-04-27,8599.87,2,Smart Monitor 27,Eletrônicos,Centro-Oeste,2096.98
2023-04-27,7747.55,2,Teclado Mecânico,Acessórios,Sul,2338.12
2023-04-27,1981.04,2,Teclado Mecânico,Acessórios,Sul,413.79
2023-04-27,6148.85,4,Notebook Pro X,Eletrônicos,Nordeste,1803.37
2023-04-27,2387.98,2,Notebook Pro X,Eletrônicos,Sul,621.99
2023-04-27,426.53,4,Cadeira Gamer,Home Office,Norte,74.62
2023-04-27,11148.29,4,Smart Monitor 27,Eletrônicos,Sul,3565.38
2023-04-27,646.85,3,Smart Monitor 27,Eletrônicos,Sul,209.99
2023-04-27,3070.12,1,Smart Monitor 27,Eletrônicos,Centro-Oeste,530.47
2023-04-27,2050.23,1,Headset Pro,Eletrônicos,Centro-Oeste,360.28
2023-04-27,10738.99,3,Headset Pro,Eletrônicos,Sudeste,3590.52
2023-04-27,4943.96,2,Mesa Escritório,Home Office,Nordeste,1418.23
2023-04-28,1533.75,4,Headset Pro,Eletrônicos,Sul,520.63
2023-04-28,1271.88,1,Mouse Wireless,Acessórios,Sul,295.95
2023-04-28,11071.85,4,Webcam HD,Eletrônicos,Sudeste,3772.09
2023-04-28,15627.79,4,Headset Pro,Eletrônicos,Centro-Oeste,2363.63
2023-04-28,2119.16,2,Mesa Escritório,Home Office,Norte,286.51
2023-04-28,8502.51,2,Smart Monitor 27,Eletrônicos,Sudeste,1520.14
2023-04-28,2460.35,3,Cadeira Gamer,Home Office,Sul,744.95
2023-04-28,18165.85,4,Teclado Mecânico,Acessórios,Norte,2560.84
2023-04-28,4120.6,3,Mouse Wireless,Acessórios,Sul,767.66
2023-04-28,7011.87,4,Headset Pro,Eletrônicos,Sudeste,1972.05
2023-04-28,4461.69,1,Webcam HD,Eletrônicos,Centro-Oeste,1235.58
2023-04-29,1643.57,2,Mesa Escritório,Home Office,Norte,167.58
2023-04-29,4912.92,4,Mesa Escritório,Home Office,Sul,546.03
2023-04-29,4793.88,1,Headset Pro,Eletrônicos,Centro-Oeste,1114.17
2023-04-29,5507.74,3,Mouse Wireless,Acessórios,Centro-Oeste,1857.58
2023-04-29,947.14,2,Mesa Escritório,Home Office,Nordeste,159.76
2023-04-29,7656.37,2,Webcam HD,Eletrônicos,Nordeste,1812.38
2023-04-30,8666.82,2,Webcam HD,Eletrônicos,Sudeste,1909.59
2023-04-30,344.9,1,Webcam HD,Eletrônicos,Centro-Oeste,107.23
2023-04-30,19901.63,4,Headset Pro,Eletrônicos,Sul,4613.36
2023-04-30,3857.06,3,Mouse Wireless,Acessórios,Sul,1312.01
2023-04-30,12876.16,4,Notebook Pro X,Eletrônicos,Norte,2891.46
2023-04-30,14349.77,4,Mouse Wireless,Acessórios,Sudeste,4954.77
2023-04-30,1173.68,1,Smart Monitor 27,Eletrônicos,Sudeste,252.04
2023-05-01,2888.6,3,Mesa Escritório,Home Office,Norte,443.37
2023-05-01,9815.54,2,Smart Monitor 27,Eletrônicos,Centro-Oeste,1448.06
2023-05-01,11062.2,3,Teclado Mecânico,Acessórios,Centro-Oeste,2088.1
2023-05-01,4804.66,1,Cadeira Gamer,Home Office,Norte,1106.83
2023-05-01,9677.12,2,Teclado Mecânico,Acessórios,Norte,1917.99
2023-05-01,4873.62,2,Webcam HD,Eletrônicos,Centro-Oeste,1362.58
2023-05-02,10099.03,3,Headset Pro,Eletrônicos,Nordeste,1420.68
2023-05-02,15366.15,4,Teclado Mecânico,Acessórios,Sudeste,4821.92
2023-05-02,637.22,4,Smart Monitor 27,Eletrônicos,Sudeste,65.16
2023-05-02,1947.23,1,Mouse Wireless,Acessórios,Norte,463.44
2023-05-02,9625.15,3,Mouse Wireless,Acessórios,Norte,1496.89
2023-05-03,5243.9,2,Cadeira Gamer,Home Office,Nordeste,1584.02
2023-05-03,4401.28,2,Webcam HD,Eletrônicos,Nordeste,472.22
2023-05-03,13451.25,3,Smart Monitor 27,Eletrônicos,Nordeste,1346.61
2023-05-03,6062.14,4,Cadeira Gamer,Home Office,Centro-Oeste,1209.15
2023-05-03,14336.25,3,Mesa Escritório,Home Office,Nordeste,3206.57
2023-05-03,3828.94,1,Webcam HD,Eletrônicos,Sudeste,738.72
2023-05-03,2178.15,4,Headset Pro,Eletrônicos,Sul,235.58
2023-05-03,14278.65,3,Webcam HD,Eletrônicos,Sudeste,3488.0
2023-05-03,6295.99,2,Mesa Escritório,Home Office,Norte,2191.7
2023-05-03,2863.96,1,Cadeira Gamer,Home Office,Norte,543.14
2023-05-03,17006.52,4,Headset Pro,Eletrônicos,Sul,5536.63
2023-05-03,9198.74,2,Notebook Pro X,Eletrônicos,Sudeste,1153.99
2023-05-04,3546.54,3,Notebook Pro X,Eletrônicos,Sul,389.17
2023-05-04,9571.94,2,Headset Pro,Eletrônicos,Norte,1311.78
2023-05-04,5936.58,4,Teclado Mecânico,Acessórios,Sudeste,2004.28
2023-05-04,3623.88,1,Teclado Mecânico,Acessórios,Norte,872.74
2023-05-04,2631.82,1,Cadeira Gamer,Home Office,Nordeste,762.42
2023-05-04,2414.07,3,Mouse Wireless,Acessórios,Norte,500.98
2023-05-04,14212.91,3,Headset Pro,Eletrônicos,Norte,4592.75
2023-05-04,3839.23,1,Mesa Escritório,Home Office,Sudeste,1174.0
2023-05-04,10151.78,4,Headset Pro,Eletrônicos,Centro-Oeste,1534.65
2023-05-04,1351.01,1,Webcam HD,Eletrônicos,Norte,234.97
2023-05-04,17158.59,4,Webcam HD,Eletrônicos,Nordeste,2604.14
2023-05-04,1885.34,1,Webcam HD,Eletrônicos,Centro-Oeste,327.69
2023-05-04,7751.73,3,Mesa Escritório,Home Office,Sul,1568.59
2023-05-04,16604.24,4,Mesa Escritório,Home Office,Centro-Oeste,1858.19
2023-05-05,7784.28,2,Cadeira Gamer,Home Office,Sul,1464.62
2023-05-05,3371.26,4,Headset Pro,Eletrônicos,Centro-Oeste,1075.33
2023-05-05,967.43,3,Smart Monitor 27,Eletrônicos,Centro-Oeste,166.89
2023-05-05,284.1,1,Teclado Mecânico,Acessórios,Sudeste,37.49
2023-05-05,5413.81,2,Mesa Escritório,Home Office,Norte,1340.5
2023-05-05,10641.2,4,Cadeira Gamer,Home Office,Sudeste,1209.46
2023-05-05,2165.49,2,Webcam HD,Eletrônicos,Centro-Oeste,326.76
2023-05-05,1589.32,1,Webcam HD,Eletrônicos,Centro-Oeste,250.48
2023-05-06,7347.58,2,Mesa Escritório,Home Office,Norte,2510.75
2023-05-06,7370.9,2,Smart Monitor 27,Eletrônicos,Norte,1917.61
2023-05-06,4257.28,1,Smart Monitor 27,Eletrônicos,Centro-Oeste,875.54
2023-05-06,8981.2,2,Smart Monitor 27,Eletrônicos,Sul,2734.84
2023-05-06,16408.88,4,Mouse Wireless,Acessórios,Nordeste,2385.91
2023-05-06,3502.25,2,Webcam HD,Eletrônicos,Centro-Oeste,1225.39
2023-05-06,19703.22,4,Notebook Pro X,Eletrônicos,Norte,5685.6
2023-05-07,5988.25,2,Mesa Escritório,Home Office,Nordeste,1588.4
2023-05-07,6392.7,3,Webcam HD,Eletrônicos,Sudeste,1844.02
2023-05-07,3679.5,4,Mesa Escritório,Home Office,Sudeste,1086.03
2023-05-07,1417.35,1,Headset Pro,Eletrônicos,Nordeste,364.41
2023-05-07,2800.2,2,Smart Monitor 27,Eletrônicos,Sudeste,701.14
2023-05-07,12790.33,4,Headset Pro,Eletrônicos,Sudeste,1694.53
2023-05-07,602.33,1,Smart Monitor 27,Eletrônicos,Sudeste,137.61
2023-05-07,943.24,1,Mesa Escritório,Home Office,Norte,323.63
2023-05-07,12464.34,3,Cadeira Gamer,Home Office,Nordeste,3419.0
2023-05-08,12111.72,3,Webcam HD,Eletrônicos,Sudeste,1580.67
2023-05-08,7344.01,2,Webcam HD,Eletrônicos,Sul,2316.47
2023-05-08,251.2,1,Teclado Mecânico,Acessórios,Sudeste,28.38
2023-05-08,1792.18,1,Mouse Wireless,Acessórios,Nordeste,329.59
2023-05-08,3483.6,4,Cadeira Gamer,Home Office,Norte,451.89
2023-05-08,3662.58,1,Cadeira Gamer,Home Office,Norte,880.92
2023-05-08,8374.85,3,Cadeira Gamer,Home Office,Centro-Oeste,1490.69
2023-05-08,1797.75,2,Headset Pro,Eletrônicos,Centro-Oeste,533.12
2023-05-08,18168.82,4,Notebook Pro X,Eletrônicos,Centro-Oeste,1889.84
2023-05-08,12633.26,3,Headset Pro,Eletrônicos,Nordeste,1299.39
2023-05-08,6235.94,2,Webcam HD,Eletrônicos,Centro-Oeste,1938.25
2023-05-09,11356.02,4,Notebook Pro X,Eletrônicos,Norte,2558.19
2023-05-09,5555.02,2,Mesa Escritório,Home Office,Norte,1898.48
2023-05-09,6615.06,3,Mesa Escritório,Home Office,Sul,1172.25
2023-05-09,17307.75,4,Mesa Escritório,Home Office,Nordeste,2506.4
2023-05-09,14402.45,4,Mouse Wireless,Acessórios,Sudeste,4869.71
2023-05-09,2981.61,4,Teclado Mecânico,Acessórios,Norte,943.16
2023-05-09,13672.19,4,Mouse Wireless,Acessórios,Nordeste,3503.6
2023-05-09,8739.86,2,Notebook Pro X,Eletrônicos,Nordeste,2343.82
2023-05-09,447.37,1,Webcam HD,Eletrônicos,Sudeste,79.73
2023-05-09,8704.67,3,Mesa Escritório,Home Office,Nordeste,2682.84
2023-05-09,9531.5,3,Webcam HD,Eletrônicos,Nordeste,1542.94
2023-05-10,4063.52,4,Headset Pro,Eletrônicos,Nordeste,426.46
2023-05-10,1603.21,1,Smart Monitor 27,Eletrônicos,Centro-Oeste,301.79
2023-05-10,4681.47,1,Cadeira Gamer,Home Office,Nordeste,972.04
2023-05-10,8328.74,4,Cadeira Gamer,Home Office,Nordeste,975.2
2023-05-10,5531.06,3,Teclado Mecânico,Acessórios,Norte,669.15
2023-05-10,3458.68,1,Mesa Escritório,Home Office,Nordeste,633.33
2023-05-10,2212.93,2,Headset Pro,Eletrônicos,Sudeste,432.32
2023-05-10,3244.5,1,Cadeira Gamer,Home Office,Nordeste,869.1
2023-05-10,2008.01,3,Teclado Mecânico,Acessórios,Nordeste,592.86
2023-05-10,15118.42,4,Notebook Pro X,Eletrônicos,Norte,1894.99
2023-05-10,1693.74,1,Smart Monitor 27,Eletrônicos,Sudeste,567.94
2023-05-10,4903.81,1,Headset Pro,Eletrônicos,Norte,573.14
2023-05-11,605.29,1,Mesa Escritório,Home Office,Sudeste,143.42
2023-05-11,8310.58,4,Mouse Wireless,Acessórios,Nordeste,2364.12
2023-05-11,5905.4,2,Teclado Mecânico,Acessórios,Nordeste,892.37
2023-05-11,2048.3,1,Mesa Escritório,Home Office,Sul,340.16
2023-05-11,5264.54,2,Mouse Wireless,Acessórios,Nordeste,1500.61
2023-05-11,3017.12,2,Webcam HD,Eletrônicos,Nordeste,797.09
2023-05-11,1610.63,2,Webcam HD,Eletrônicos,Norte,400.79
2023-05-11,1411.08,3,Webcam HD,Eletrônicos,Sul,476.74
2023-05-11,6626.51,3,Mesa Escritório,Home Office,Sudeste,1815.33
2023-05-11,9467.64,3,Smart Monitor 27,Eletrônicos,Centro-Oeste,2481.72
2023-05-11,6487.99,2,Smart Monitor 27,Eletrônicos,Centro-Oeste,1790.35
2023-05-11,2658.75,2,Headset Pro,Eletrônicos,Nordeste,715.22
2023-05-11,3393.07,1,Teclado Mecânico,Acessórios,Nordeste,834.32
2023-05-11,4285.11,3,Cadeira Gamer,Home Office,Nordeste,1068.78
2023-05-12,673.62,1,Headset Pro,Eletrônicos,Norte,142.99
2023-05-12,4729.21,1,Cadeira Gamer,Home Office,Norte,1343.73
2023-05-12,530.97,4,Mesa Escritório,Home Office,Sudeste,155.61
2023-05-12,14142.34,4,Teclado Mecânico,Acessórios,Norte,3818.83
2023-05-12,12698.74,4,Teclado Mecânico,Acessórios,Norte,2494.07
2023-05-12,4020.59,3,Webcam HD,Eletrônicos,Nordeste,854.63
2023-05-12,1180.37,1,Notebook Pro X,Eletrônicos,Sudeste,332.19
2023-05-12,2047.7,2,Cadeira Gamer,Home Office,Centro-Oeste,549.02
2023-05-13,2540.4,1,Teclado Mecânico,Acessórios,Nordeste,725.81
2023-05-13,1107.73,2,Headset Pro,Eletrônicos,Centro-Oeste,318.02
2023-05-13,12165.68,3,Cadeira Gamer,Home Office,Norte,3836.2
2023-05-13,8914.31,4,Notebook Pro X,Eletrônicos,Centro-Oeste,2503.69
2023-05-13,9963.37,2,Teclado Mecânico,Acessórios,Nordeste,1567.17
2023-05-13,9674.02,3,Cadeira Gamer,Home Office,Sudeste,1552.73
2023-05-13,4398.88,4,Mesa Escritório,Home Office,Sudeste,1159.1
2023-05-13,4399.6,1,Mesa Escritório,Home Office,Sudeste,1252.48
2023-05-13,733.71,3,Notebook Pro X,Eletrônicos,Nordeste,138.67
2023-05-13,2853.9,2,Cadeira Gamer,Home Office,Nordeste,462.02
2023-05-14,7046.43,3,Teclado Mecânico,Acessórios,Nordeste,1995.43
2023-05-14,6051.54,2,Mesa Escritório,Home Office,Centro-Oeste,1505.02
2023-05-14,9524.61,2,Mesa Escritório,Home Office,Centro-Oeste,2949.04
2023-05-14,3956.19,2,Webcam HD,Eletrônicos,Sul,883.71
2023-05-14,8300.53,3,Mouse Wireless,Acessórios,Centro-Oeste,1245.67
2023-05-14,5233.39,2,Mouse Wireless,Acessórios,Sul,854.82
2023-05-14,7965.3,3,Smart Monitor 27,Eletrônicos,Centro-Oeste,932.85
2023-05-14,4389.46,2,Mouse Wireless,Acessórios,Centro-Oeste,665.24
2023-05-14,8213.48,3,Notebook Pro X,Eletrônicos,Norte,1373.4
2023-05-14,18339.04,4,Mesa Escritório,Home Office,Norte,5775.99
2023-05-14,7916.39,2,Notebook Pro X,Eletrônicos,Centro-Oeste,1690.83
2023-05-14,4381.24,1,Teclado Mecânico,Acessórios,Centro-Oeste,1136.88
2023-05-15,5094.43,2,Teclado Mecânico,Acessórios,Nordeste,1190.86
2023-05-15,14063.33,3,Mesa Escritório,Home Office,Sudeste,1631.37
2023-05-15,5100.79,2,Smart Monitor 27,Eletrônicos,Centro-Oeste,1511.23
2023-05-15,414.75,2,Notebook Pro X,Eletrônicos,Norte,72.69
2023-05-15,8389.6,4,Smart Monitor 27,Eletrônicos,Nordeste,1823.74
2023-05-15,18571.37,4,Smart Monitor 27,Eletrônicos,Centro-Oeste,2346.46
2023-05-15,10780.51,3,Notebook Pro X,Eletrônicos,Nordeste,1109.02
2023-05-15,1375.16,1,Cadeira Gamer,Home Office,Norte,192.35
2023-05-15,10521.92,4,Mouse Wireless,Acessórios,Sudeste,3121.12
2023-05-15,13418.7,4,Mesa Escritório,Home Office,Sul,4299.66
2023-05-16,1923.35,3,Webcam HD,Eletrônicos,Centro-Oeste,331.39
2023-05-16,18521.4,4,Teclado Mecânico,Acessórios,Centro-Oeste,3904.8
2023-05-16,5448.43,2,Notebook Pro X,Eletrônicos,Norte,1030.96
2023-05-16,1426.55,3,Webcam HD,Eletrônicos,Nordeste,453.87
2023-05-16,1608.2,1,Teclado Mecânico,Acessórios,Nordeste,528.21
2023-05-16,15812.61,4,Smart Monitor 27,Eletrônicos,Nordeste,4080.51
2023-05-16,2577.61,1,Teclado Mecânico,Acessórios,Sul,864.22
2023-05-16,1661.18,1,Cadeira Gamer,Home Office,Nordeste,541.36
2023-05-17,12484.41,3,Cadeira Gamer,Home Office,Centro-Oeste,2337.36
2023-05-17,4308.2,1,Notebook Pro X,Eletrônicos,Nordeste,1159.92
2023-05-17,1789.43,1,Teclado Mecânico,Acessórios,Centro-Oeste,385.55
2023-05-17,4504.26,2,Mesa Escritório,Home Office,Nordeste,1137.94
2023-05-17,2350.03,1,Mouse Wireless,Acessórios,Sudeste,476.52
2023-05-17,14001.41,4,Notebook Pro X,Eletrônicos,Sul,2203.82
2023-05-17,6615.25,3,Cadeira Gamer,Home Office,Sudeste,1886.38
2023-05-17,3621.82,1,Mesa Escritório,Home Office,Centro-Oeste,1025.34
2023-05-17,3108.51,2,Headset Pro,Eletrônicos,Centro-Oeste,731.56
2023-05-17,387.46,2,Webcam HD,Eletrônicos,Norte,54.8
2023-05-18,3850.59,3,Mesa Escritório,Home Office,Nordeste,726.1
2023-05-18,11810.02,4,Cadeira Gamer,Home Office,Norte,1530.62
2023-05-18,6155.98,2,Webcam HD,Eletrônicos,Centro-Oeste,993.19
2023-05-18,3882.82,3,Teclado Mecânico,Acessórios,Sudeste,648.04
2023-05-18,2351.63,2,Cadeira Gamer,Home Office,Sul,799.47
2023-05-18,19730.43,4,Mouse Wireless,Acessórios,Sudeste,4018.77
2023-05-18,2201.83,1,Teclado Mecânico,Acessórios,Sul,517.93
2023-05-18,4236.27,2,Webcam HD,Eletrônicos,Sul,1221.74
2023-05-18,2550.55,1,Notebook Pro X,Eletrônicos,Nordeste,517.74
2023-05-18,5839.01,2,Webcam HD,Eletrônicos,Sul,616.22
2023-05-18,1996.3,3,Smart Monitor 27,Eletrônicos,Nordeste,501.89
2023-05-18,18689.29,4,Cadeira Gamer,Home Office,Nordeste,3920.53
2023-05-18,13964.64,4,Cadeira Gamer,Home Office,Norte,2116.52
2023-05-18,3847.52,1,Mouse Wireless,Acessórios,Nordeste,1037.77
2023-05-19,4762.07,1,Headset Pro,Eletrônicos,Sul,1400.63
2023-05-19,7969.03,2,Headset Pro,Eletrônicos,Sul,934.46
2023-05-19,2099.78,1,Notebook Pro X,Eletrônicos,Nordeste,674.88
2023-05-19,10422.88,3,Teclado Mecânico,Acessórios,Nordeste,1702.25
2023-05-19,3683.45,1,Smart Monitor 27,Eletrônicos,Norte,1010.44
2023-05-19,16787.91,4,Teclado Mecânico,Acessórios,Sudeste,5126.14
2023-05-19,4387.35,4,Mouse Wireless,Acessórios,Sudeste,578.46
2023-05-19,7957.27,2,Mesa Escritório,Home Office,Centro-Oeste,1693.49
2023-05-19,12362.8,3,Smart Monitor 27,Eletrônicos,Norte,2486.68
2023-05-19,7154.75,3,Notebook Pro X,Eletrônicos,Norte,850.88
2023-05-19,6548.19,2,Webcam HD,Eletrônicos,Sul,680.21
2023-05-19,4388.07,4,Webcam HD,Eletrônicos,Norte,512.28
2023-05-19,4896.75,2,Mesa Escritório,Home Office,Sudeste,712.14
2023-05-19,19374.09,4,Teclado Mecânico,Acessórios,Nordeste,2259.82
2023-05-20,463.12,1,Cadeira Gamer,Home Office,Nordeste,89.78
